filename,class
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24034.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_25342.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_21851.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_08182.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09345.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_08487.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12833.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_28653.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23369.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27436.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19499.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13169.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20298.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_04986.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13322.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_03659.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27706.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_18982.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_21789.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23846.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_25388.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_17290.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_05231.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_01915.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09826.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_21672.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_25791.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_04610.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_22380.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_11111.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_28091.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_25847.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26547.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24435.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_25990.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20269.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_10049.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_29080.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24315.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_25344.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_05031.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09181.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13525.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19421.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19542.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_07294.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_15003.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20010.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_18910.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19745.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19929.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_29090.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00476.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20974.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00330.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24911.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_07218.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_18995.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26157.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02600.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_04205.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_04059.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19165.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_25689.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13500.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_21409.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24200.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_05594.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26715.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19581.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23350.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_11887.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_08437.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_03329.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00643.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02007.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09746.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_10265.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00378.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02599.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23603.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_10170.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_25819.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27895.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00333.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_18047.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14802.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_07935.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_28237.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12930.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_21320.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02943.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26746.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13573.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_01542.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_01345.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09891.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16705.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_08737.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_10769.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12340.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19114.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_05472.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23690.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_10487.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26055.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12058.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_18691.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19876.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09991.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16554.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_10985.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20705.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_03506.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_05364.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06453.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09916.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26767.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00270.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_03798.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06967.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_05103.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_25520.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20549.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27255.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24481.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_01667.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19753.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_08898.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_03756.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14434.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06136.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13232.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19331.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_15284.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12835.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12278.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09220.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27747.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20195.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26670.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_03790.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09645.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20536.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26401.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_15743.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_03682.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_08924.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13564.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_10715.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_28897.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_04101.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13735.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19903.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_21009.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_07811.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27612.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_25778.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06122.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26909.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00243.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12995.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_01599.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_25448.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20821.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06733.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_15193.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_17360.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_11021.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27214.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00214.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_08284.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_11688.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_11190.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_08223.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_05081.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_18607.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_05762.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26434.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_15763.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14797.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_04499.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12565.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12028.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20453.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_28379.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_18194.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16462.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00197.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20361.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13974.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_21815.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_17309.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_10378.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_07719.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06383.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_07434.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_28250.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19144.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14441.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14437.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_25345.png,yes
